"rio","mortalidad"
"Contaminado",37.1690130796609
"Contaminado",35.8689937840699
"Contaminado",72.3199711011046
"Contaminado",52.3950724081272
"Contaminado",50.531929269048
"Contaminado",48.0149254442298
"Contaminado",54.9264776112074
"Contaminado",50.3724106109323
"Contaminado",44.5408804764327
"Contaminado",45.6752393297796
"Contaminado",46.5551529366645
"Contaminado",46.8033060422758
"Contaminado",42.4830112640303
"Contaminado",60.7410152344092
"Contaminado",50.9382215565949
"Contaminado",42.2693317051176
"Contaminado",55.9124873494842
"Contaminado",53.5022847867813
"Contaminado",48.6242041881709
"Contaminado",54.0088186704007
"Contaminado",40.9362100471556
"Contaminado",48.0115974743793
"Contaminado",40.0084529567278
"Contaminado",38.161895655764
"Contaminado",46.6860134981831
"Contaminado",51.6802480124848
"Contaminado",40.8699446931649
"Contaminado",48.2494187171554
"Contaminado",31.6955387911376
"Contaminado",45.5326274806527
"Contaminado",61.7066727472609
"Contaminado",38.4858410232027
"Contaminado",38.0706797995331
"Contaminado",47.8013854149291
"Contaminado",55.3467073298313
"Contaminado",62.3610916552029
"Contaminado",76.5374072860382
"Contaminado",58.0089323807475
"Contaminado",56.7145352655366
"Contaminado",70.2792411706594
"Contaminado",46.9907569613054
"Contaminado",47.8665059448933
"Contaminado",52.5327014961245
"Contaminado",35.7991195515947
"Contaminado",31.6456334457201
"Contaminado",68.0678937403827
"Contaminado",44.2500425748962
"Contaminado",45.4211914320695
"Contaminado",40.0704423401056
"Contaminado",51.4407259666599
"Contaminado",55.9114052243569
"Contaminado",47.7138876212659
"Contaminado",50.1470469354737
"Contaminado",59.5139291492873
"Contaminado",49.8923192298621
"Contaminado",44.38656527823
"Contaminado",49.3938991855349
"Contaminado",41.57673653952
"Contaminado",51.0188808363953
"Contaminado",41.0207421585165
"Contaminado",63.9392544527667
"Contaminado",25.1347609561904
"Contaminado",54.0129413581068
"Contaminado",45.1197277703909
"Contaminado",69.871488081498
"Contaminado",47.6553656931269
"Contaminado",54.8183736039939
"Contaminado",53.8689396920434
"Contaminado",52.4767240933678
"Contaminado",55.1811983535065
"Contaminado",69.9741373388409
"Contaminado",59.2750882368067
"Contaminado",51.9642414887758
"Contaminado",67.9026621898744
"Contaminado",55.8319774918996
"Contaminado",56.5033359910166
"Contaminado",62.450301486185
"Contaminado",51.6110662601997
"Contaminado",57.2549069145764
"Contaminado",47.2551978186773
"Contaminado",51.2483606539615
"Contaminado",50.3964262732746
"Contaminado",43.6026696246771
"Contaminado",70.3465321892986
"Contaminado",44.4110240061116
"Contaminado",46.4422058932798
"Contaminado",63.2441739035745
"Contaminado",49.7937777077102
"Contaminado",61.6812642718924
"Contaminado",43.9264287908519
"Contaminado",49.8715834069456
"Contaminado",47.4906312157358
"Contaminado",40.3088635959334
"Contaminado",46.9668804663299
"Contaminado",43.4473286033482
"Contaminado",58.5744732494705
"Contaminado",47.0901641697637
"Contaminado",49.172187955557
"Contaminado",41.721553071952
"Contaminado",52.1519900561093
"Contaminado",33.8806364309637
"Contaminado",20.5012821571677
"Contaminado",68.8010634326583
"Contaminado",57.572616974227
"Contaminado",56.3472863406044
"Contaminado",27.6349173419701
"Contaminado",56.7712911702719
"Contaminado",55.1981427057805
"Contaminado",49.2234495860005
"Contaminado",58.2503876265375
"Contaminado",61.205690307062
"Contaminado",48.7783640081305
"Contaminado",69.4533707765883
"Contaminado",59.8836269949981
"Contaminado",62.2438538128579
"Contaminado",46.8488238516736
"Contaminado",48.688771443385
"Contaminado",40.774145775461
"Contaminado",54.0736908548036
"Contaminado",52.6401143438051
"Contaminado",50.9128355394166
"Contaminado",43.1931257113425
"Contaminado",47.6803050486902
"Contaminado",69.8511178276459
"Contaminado",40.7084064289477
"Contaminado",45.939097673738
"Contaminado",35.9656744618754
"Contaminado",37.5927093242407
"Contaminado",47.1323479856481
"Contaminado",46.0871269821292
"Contaminado",43.8309843576743
"Contaminado",42.2615569046712
"Contaminado",48.0337307678103
"Contaminado",61.3402054312043
"Contaminado",46.4219881447332
"Contaminado",37.167961363769
"Contaminado",39.3094819549931
"Contaminado",29.9565235092887
"Contaminado",32.8948367778193
"Contaminado",42.5257981723703
"Contaminado",40.2358453876562
"Contaminado",38.5097388939888
"Contaminado",69.8924365380742
"Contaminado",67.511310826985
"Contaminado",75.6440930061295
"Contaminado",57.7649590154134
"Contaminado",48.3875145516074
"Contaminado",39.5673930554938
"Contaminado",38.9923373786379
"Contaminado",45.0312605252922
"Contaminado",62.8052092659645
"Contaminado",56.6647056233911
"Contaminado",58.8950019727232
"Contaminado",48.1287857226339
"Contaminado",34.4636365707409
"Contaminado",53.2640267177958
"Contaminado",47.853880279355
"Contaminado",46.9604169285067
"Contaminado",71.8417322839228
"Contaminado",58.6969128321855
"Contaminado",47.7159379631268
"Contaminado",30.9655358047668
"Contaminado",47.1335852927624
"Contaminado",59.9038892010019
"Contaminado",53.7282099271425
"Contaminado",52.7210736801552
"Contaminado",60.4509363912809
"Contaminado",48.3099001278518
"Contaminado",46.5419797478324
"Contaminado",47.4603386633103
"Contaminado",57.345129274607
"Contaminado",47.3065186903568
"Contaminado",57.6030114243906
"Contaminado",37.718163806414
"Contaminado",37.2893497861798
"Contaminado",51.2738360830644
"Contaminado",57.6038315798803
"Contaminado",45.923470839778
"Contaminado",44.2257865508196
"Contaminado",21.6062383309111
"Contaminado",53.7432087422096
"Contaminado",40.9714502125719
"Contaminado",54.0257490618307
"Contaminado",64.272117229534
"Contaminado",45.0408095407267
"Contaminado",56.9672538155388
"Contaminado",48.4745422670237
"Contaminado",53.6860463571166
"Contaminado",38.4420061472044
"Contaminado",54.1782359492811
"Contaminado",63.0496154444897
"Contaminado",67.9671185562111
"Contaminado",38.1261934514292
"Contaminado",55.3368500835722
"Contaminado",44.9197582923425
"Contaminado",55.2272062810372
"Contaminado",48.2153613754357
"Contaminado",47.5196673439849
"Contaminado",56.8209949673972
"Contaminado",57.4620152673584
"Contaminado",52.7907703778607
"Contaminado",54.6404938204628
"Contaminado",53.7846041253329
"Contaminado",52.7837400155299
"Contaminado",50.9123016010695
"Contaminado",59.1561022576483
"Contaminado",57.0989929225534
"Contaminado",57.9393283857202
"Contaminado",61.069684984941
"Contaminado",55.4933733301455
"Contaminado",48.4700167130533
"Contaminado",39.1052957675474
"Contaminado",45.1196754619841
"Contaminado",41.300450826992
"Contaminado",47.0149141302475
"Contaminado",44.7470542735961
"Contaminado",48.0331418412305
"Contaminado",39.7610008172575
"Contaminado",43.7769788342605
"Contaminado",53.5558715707793
"Contaminado",52.1360595350262
"Contaminado",45.9593031842786
"Contaminado",60.1282233205102
"Contaminado",33.5887055866693
"Contaminado",54.8275860856042
"Contaminado",65.6983056712062
"Contaminado",45.9215224175138
"Contaminado",53.8758491804085
"Contaminado",44.4171199667572
"Contaminado",49.7798496375991
"Contaminado",58.156034621224
"Contaminado",40.8598551860644
"Contaminado",44.4517920225086
"Contaminado",55.3222334738485
"Contaminado",54.1570968972446
"Contaminado",58.0685918181231
"Contaminado",62.5274819689651
"Contaminado",57.6985274178152
"Contaminado",39.2236739278681
"Contaminado",51.5378136654396
"Contaminado",46.0091257975104
"Contaminado",49.9414250188721
"Contaminado",59.1736235538914
"Contaminado",52.7615544386934
"Contaminado",51.5518836020889
"Contaminado",48.7988525460222
"Contaminado",53.9701850485698
"Contaminado",38.2137481144186
"Contaminado",45.7845197599288
"Contaminado",66.1657603604283
"Contaminado",56.161228432977
"Contaminado",40.382059732352
"Contaminado",37.7144334065073
"Contaminado",40.4066974641071
"Contaminado",55.801568565633
"Contaminado",54.3315896458261
"Contaminado",44.3141769685888
"Contaminado",46.3131565910107
"Contaminado",59.7822806952561
"Contaminado",46.9292639003398
"Contaminado",49.4159072015483
"Contaminado",53.5253374715868
"Contaminado",48.1767236949111
"Contaminado",42.649735955972
"Contaminado",45.8705872484359
"Contaminado",39.1899956480132
"Contaminado",54.6931261600767
"Contaminado",63.3204012251754
"Contaminado",52.442626358691
"Contaminado",58.1272922619384
"Contaminado",43.4886497506567
"Contaminado",48.5969122373643
"Contaminado",48.6388784340639
"Contaminado",35.6935937490079
"Contaminado",50.8889294253109
"Contaminado",54.7923725896901
"Contaminado",56.834064555388
"Contaminado",63.156540407747
"Contaminado",35.273505632225
"Contaminado",56.1765145902061
"Contaminado",57.170740728326
"Contaminado",47.8997419197522
"Contaminado",56.0245933274862
"Contaminado",35.854675252583
"Contaminado",52.1439467394077
"Contaminado",18.7091180860829
"Contaminado",53.1205830314547
"Contaminado",66.0156345500434
"Contaminado",65.4198702770824
"Contaminado",23.403306202641
"Contaminado",55.3502684268414
"Contaminado",46.5027900565302
"Contaminado",49.7499194190354
"Contaminado",27.838665442865
"Contaminado",53.8504050117514
"Contaminado",44.7327931225712
"Contaminado",53.7388948889887
"Contaminado",48.0878179964338
"Contaminado",39.7456244462772
"Contaminado",53.3319633610716
"Contaminado",55.9506907131114
"Contaminado",50.5431928743073
"Contaminado",55.6710158743808
"Contaminado",45.3598937126402
"Contaminado",62.8480081505999
"Contaminado",46.4202771819434
"Contaminado",44.2034811015405
"Contaminado",60.4159278248064
"Contaminado",61.1488218107788
"Contaminado",56.8065563710108
"Contaminado",52.205066599261
"Contaminado",65.948859846481
"Contaminado",39.893591060865
"Contaminado",61.377699929415
"Contaminado",67.1439383448494
"Contaminado",50.5460957413673
"Contaminado",55.857220039454
"Contaminado",56.0970219364264
"Contaminado",61.9358200831037
"Contaminado",41.4118957337923
"Contaminado",58.9570619334897
"Contaminado",32.9105293383107
"Contaminado",70.7690354539009
"Contaminado",44.2866024070455
"Contaminado",46.8380903451329
"Contaminado",52.5888517664979
"Contaminado",37.4968793979633
"Contaminado",47.3710515676401
"Contaminado",50.6148744046557
"Contaminado",46.6003251182191
"Contaminado",70.2629406134448
"Contaminado",32.1323934904356
"Contaminado",48.9461158435809
"Contaminado",61.7884728859329
"Contaminado",41.6383519553646
"Contaminado",48.6104887819401
"Contaminado",69.4328489677314
"Contaminado",31.3265440234961
"Contaminado",41.9640213484192
"Contaminado",38.0159143742194
"Contaminado",56.2952138428992
"Contaminado",41.3387147703942
"Contaminado",54.6780560296681
"Contaminado",43.5419361779343
"Contaminado",48.4747444034152
"Contaminado",58.5621487937664
"Contaminado",51.3700375362853
"Contaminado",30.5929454603365
"Contaminado",44.6411253253878
"Contaminado",57.1359509767663
"Contaminado",68.6014831963883
"Contaminado",38.8517385502495
"Contaminado",47.7137896391047
"Contaminado",49.1841012014512
"Contaminado",42.6743351263783
"Contaminado",36.1736717694424
"Contaminado",68.3879660034406
"Contaminado",64.7833445941722
"Contaminado",35.9321328339219
"Contaminado",31.1602786787215
"Contaminado",47.2263377239272
"Contaminado",54.3042780519125
"Contaminado",48.7121333194529
"Contaminado",61.292645954138
"Contaminado",47.5347150698885
"Contaminado",38.3445218420934
"Contaminado",65.1988229295041
"Contaminado",47.6597325618736
"Contaminado",47.1602641296107
"Contaminado",47.36841715879
"Contaminado",50.5600430375822
"Contaminado",26.8133811033321
"Contaminado",56.8329713201778
"Contaminado",57.2123189871161
"Contaminado",56.2924519081087
"Contaminado",45.8887437982346
"Contaminado",50.9930842688087
"Contaminado",35.6508732835551
"Contaminado",53.5978035427046
"Contaminado",41.8294464294521
"Contaminado",63.1689292485862
"Contaminado",40.741764320092
"Contaminado",29.4091461706454
"Contaminado",51.7265918396297
"Contaminado",33.6944386735415
"Contaminado",40.721533808907
"Contaminado",58.0403229014251
"Contaminado",68.723317486393
"Contaminado",47.3732190998516
"Contaminado",59.7165129768058
"Contaminado",36.2263613830804
"Contaminado",67.3050131428386
"Contaminado",49.9491281854487
"Contaminado",42.201197565805
"Contaminado",53.9754392141563
"Contaminado",41.9075106329286
"Contaminado",50.5032303024865
"Contaminado",51.0177204172181
"Contaminado",61.6912354606323
"Contaminado",44.3340890610296
"Contaminado",46.2465971167644
"Contaminado",51.2399353899611
"Contaminado",58.9737447773332
"Contaminado",68.9559699317342
"Contaminado",65.8218645567045
"Contaminado",59.6025535378317
"Contaminado",30.9692302289554
"Contaminado",59.4732475387524
"Contaminado",57.5342037217301
"Contaminado",43.0220287297817
"Contaminado",44.3506978896575
"Contaminado",36.3084965505802
"Contaminado",49.8745302522039
"Contaminado",50.9063001567831
"Contaminado",32.4644953935542
"Contaminado",34.1866236702496
"Contaminado",51.7448507741738
"Contaminado",39.7311606163227
"Contaminado",47.0078367763052
"Contaminado",60.0771668611063
"Contaminado",45.7408879871665
"Contaminado",51.2706431482695
"Contaminado",56.1577102458316
"Contaminado",38.7534228897886
"Contaminado",62.4267702194518
"Contaminado",59.1701535727972
"Contaminado",62.7296529299446
"Contaminado",45.7379889709984
"Contaminado",35.3568041039865
"Contaminado",55.1116294978088
"Contaminado",56.1853225178425
"Contaminado",75.4036862385644
"Contaminado",67.1949292604995
"Contaminado",45.3511723548634
"Contaminado",39.9322270980704
"Contaminado",56.209889634439
"Contaminado",69.9324249254339
"Contaminado",38.1686603449171
"Contaminado",42.1949839141351
"Contaminado",67.4769498790242
"Contaminado",68.3718698216698
"Contaminado",51.9455641444648
"Contaminado",33.7976971576156
"Contaminado",44.5742947257676
"Contaminado",61.6741884047502
"Contaminado",71.5373357487731
"Contaminado",49.8412345982747
"Contaminado",43.68554866036
"Contaminado",53.0528731624952
"Contaminado",51.4487860389208
"Contaminado",40.9066469380947
"Contaminado",55.9188417371919
"Contaminado",63.9044430779123
"Contaminado",50.1312042728545
"Contaminado",56.257502005599
"Contaminado",52.5208503319734
"Contaminado",54.6156609381085
"Contaminado",47.8637690959014
"Contaminado",61.9787605791361
"Contaminado",52.3180313344191
"Contaminado",44.9715854804926
"Contaminado",56.3045713048706
"Contaminado",59.5729752578092
"Contaminado",49.2551713685834
"Contaminado",23.2183558917907
"Contaminado",66.3616438658732
"Contaminado",42.4936945136362
"Contaminado",46.5085609237622
"Contaminado",66.1863073979497
"Contaminado",31.0196011149784
"Contaminado",38.934556395689
"Contaminado",42.5054929124861
"Contaminado",36.8711862987211
"Contaminado",61.0328832396475
"Contaminado",62.6449613364349
"Contaminado",55.0087613110052
"Contaminado",45.6059417427315
"Contaminado",45.7632002438786
"Contaminado",44.3192692779267
"Contaminado",44.7529363371817
"Contaminado",54.8282559386998
"Contaminado",59.0926336539275
"Contaminado",45.4342231298125
"Contaminado",53.1899039896686
"Contaminado",26.1420724910513
"Contaminado",50.7583697315758
"Contaminado",41.215581436251
"Contaminado",60.9853317980308
"Contaminado",61.8582440763367
"Contaminado",28.0350461889604
"Contaminado",59.2231751847207
"Contaminado",44.3427160628216
"Contaminado",48.360589783222
"Contaminado",58.9850082701544
"Contaminado",56.8916731902298
"Contaminado",41.8097675465732
"Contaminado",53.2006675697622
"Contaminado",45.3292476878414
"Contaminado",62.5185533604649
"Contaminado",34.2852741447001
"Contaminado",58.1975445208241
"Contaminado",63.9109608819633
"Contaminado",23.9047499081422
"Contaminado",56.4774659696051
"Contaminado",46.3702041792854
"Contaminado",51.1022175101804
"Contaminado",47.2992585244015
"Contaminado",56.9209730693372
"Contaminado",59.28280305472
"Contaminado",55.9313010133969
"Contaminado",48.9370723117748
"Contaminado",45.7587087113111
"Contaminado",48.5968624798119
"Contaminado",47.727088486882
"Contaminado",52.050619382332
"Contaminado",41.7540451145628
"Contaminado",55.845805836785
"Contaminado",40.0170133412972
"Contaminado",35.1571849387275
"Contaminado",52.5777748308749
"Contaminado",54.1529000405881
"Contaminado",60.2541957291262
"Contaminado",57.260760679209
"Contaminado",52.1978737614636
"Contaminado",56.9159961179607
"Contaminado",40.1950226462887
"Contaminado",38.5939029613853
"Contaminado",37.8451200320517
"Contaminado",50.4472853632332
"Contaminado",56.6147037468094
"Contaminado",59.0639224714264
"Contaminado",64.8370145305015
"Contaminado",53.2920058757484
"Contaminado",48.7180855065582
"Contaminado",43.3872305701044
"Contaminado",52.5406821964673
"Contaminado",49.3564472519685
"Contaminado",46.7487068333781
"Contaminado",43.2297693471744
"Contaminado",39.9413510197131
"Contaminado",40.1705300197315
"Contaminado",64.6883036183792
"Contaminado",52.5061783329352
"Contaminado",45.699282433667
"Contaminado",34.2080892044022
"Contaminado",51.9286373691064
"Contaminado",45.0269994481957
"Contaminado",49.1410844865785
"Contaminado",47.9285124471022
"Contaminado",57.760553887025
"Contaminado",49.3136474094716
"Contaminado",48.2199858296929
"Contaminado",73.728384785312
"Contaminado",60.8720419757735
"Contaminado",51.3001823130187
"Contaminado",42.6880200337203
"Contaminado",61.7912968355308
"Contaminado",40.6735044380723
"Contaminado",49.5193582677235
"Contaminado",58.5258574852098
"Contaminado",45.8868788467407
"Contaminado",46.327901760913
"Contaminado",54.4030914140308
"Contaminado",51.3947113263085
"Contaminado",47.5074738799114
"Contaminado",47.9062596505816
"Contaminado",52.5089922580312
"Contaminado",54.6672866741392
"Contaminado",62.9426181595304
"Contaminado",45.8076772065961
"Contaminado",63.1665945128356
"Contaminado",35.3478364315712
"Contaminado",43.5491343010656
"Contaminado",36.4709815049654
"Contaminado",53.0944156174369
"Contaminado",54.2086138072343
"Contaminado",36.3397458141461
"Contaminado",50.4786447215679
"Contaminado",40.8613372579018
"Contaminado",54.9384285509422
"Contaminado",34.4508616058806
"Contaminado",58.6471731582288
"Contaminado",49.5559206763163
"Contaminado",39.6405730625853
"Contaminado",49.1707788798715
"Contaminado",47.3433297486096
"Contaminado",46.3553862590081
"Contaminado",35.0265090843409
"Contaminado",44.1478984403099
"Contaminado",48.2667237717799
"Contaminado",35.1674779271786
"Contaminado",53.0236138518274
"Contaminado",63.7311638605898
"Contaminado",57.8208720034592
"Contaminado",42.0146704247486
"Contaminado",43.4313378286475
"Contaminado",45.3430774551968
"Contaminado",56.058934153869
"Contaminado",49.6048046274861
"Contaminado",40.5494349720777
"Contaminado",34.8801538941553
"Contaminado",55.592971629786
"Contaminado",39.5603654962512
"Contaminado",54.9701207243779
"Contaminado",50.7307091558139
"Contaminado",57.2177101494312
"Contaminado",60.9417150104969
"Contaminado",35.7670561050239
"Contaminado",60.2230365754448
"Contaminado",56.8781507892093
"Contaminado",46.9254511033907
"Contaminado",49.8025094442963
"Contaminado",54.8839838570164
"Contaminado",56.6050081035408
"Contaminado",32.8595667268547
"Contaminado",64.5885698110729
"Contaminado",35.9210451663605
"Contaminado",29.188358807311
"Contaminado",59.5423938565031
"Contaminado",34.8840774554679
"Contaminado",47.7585686596733
"Contaminado",36.5347110448858
"Contaminado",32.0541569065231
"Contaminado",45.578860039495
"Contaminado",56.4711202449893
"Contaminado",53.1589938011769
"Contaminado",43.5752618368081
"Contaminado",49.8424295292918
"Contaminado",49.0130485250249
"Contaminado",49.7647551143855
"Contaminado",45.539617048068
"Contaminado",53.6094990261034
"Contaminado",39.1729748900858
"Contaminado",53.7751739577456
"Contaminado",46.6059229552084
"Contaminado",46.6440140797176
"Contaminado",57.058040936338
"Contaminado",45.7242817798187
"Contaminado",40.1464974846242
"Contaminado",37.9696165848776
"Contaminado",56.6903274336469
"Contaminado",26.6671262266095
"Contaminado",45.8308442643698
"Contaminado",51.8145638764566
"Contaminado",36.2503959184809
"Contaminado",50.0696295872373
"Contaminado",56.7024001893424
"Contaminado",31.7557141269009
"Contaminado",41.1278604114362
"Contaminado",67.6226244398383
"Contaminado",43.4537557852727
"Contaminado",40.3390554007118
"Contaminado",41.4228143824981
"Contaminado",45.6568060042009
"Contaminado",51.8591988625316
"Contaminado",42.9633273308459
"Contaminado",52.0171959916755
"Contaminado",57.0195274727546
"Contaminado",53.3618151222012
"Contaminado",57.4982570129541
"Contaminado",41.9911766481145
"Contaminado",48.7725860693599
"Contaminado",56.6428859150136
"Contaminado",50.5495788323479
"Contaminado",52.1269503384139
"Contaminado",50.5086067972009
"Contaminado",51.8291685066956
"Contaminado",49.7532707162818
"Contaminado",39.0060900178908
"Contaminado",51.7399933107248
"Contaminado",45.4463327765072
"Contaminado",64.3577886180154
"Contaminado",44.7040983038712
"Contaminado",51.5215139607186
"Contaminado",30.2673867590382
"Contaminado",43.4112123929881
"Contaminado",41.7154735111726
"Contaminado",62.3170354306709
"Contaminado",48.489140490648
"Contaminado",51.4495627465651
"Contaminado",53.0029691204903
"Contaminado",44.6888852073534
"Contaminado",53.0071514168405
"Contaminado",65.0662404051982
"Contaminado",56.169927099568
"Contaminado",57.1440005820305
"Contaminado",41.654771742481
"Contaminado",51.7904753927681
"Contaminado",52.9334643671533
"Contaminado",43.4489836990843
"Contaminado",51.1742054833593
"Contaminado",69.7352809039938
"Contaminado",40.2546676803858
"Contaminado",55.5294765120781
"Contaminado",39.2617887024773
"Contaminado",53.5199676928044
"Contaminado",39.5817522425904
"Contaminado",55.9035115168593
"Contaminado",37.3156010120125
"Contaminado",50.2047766470712
"Contaminado",63.4131625877434
"Contaminado",47.7752591255056
"Contaminado",48.9360240579636
"Contaminado",64.0419031178976
"Contaminado",70.3629655316149
"Contaminado",74.8310511270667
"Contaminado",46.0637467556958
"Contaminado",39.4486340934097
"Contaminado",56.511543424175
"Contaminado",54.3559544425684
"Contaminado",62.8520823436664
"Contaminado",51.502133676837
"Contaminado",51.6081935944896
"Contaminado",65.1375863443316
"Contaminado",51.6199076997497
"Contaminado",56.8223512694434
"Contaminado",54.8451754499858
"Contaminado",49.5552807960855
"Contaminado",44.6518883676972
"Contaminado",46.6245215647758
"Contaminado",30.5147303187699
"Contaminado",62.7845501649895
"Contaminado",34.0488917079195
"Contaminado",44.0929951669027
"Contaminado",46.2966895427025
"Contaminado",62.0552835668786
"Contaminado",50.5785070424817
"Contaminado",59.4422528937676
"Contaminado",47.0576815050743
"Contaminado",66.7136844844011
"Contaminado",54.8699781835688
"Contaminado",55.4729421736808
"Contaminado",58.7753098396904
"Contaminado",35.1776774727105
"Contaminado",49.8947598759905
"Contaminado",52.1442424854363
"Contaminado",42.3327075166322
"Contaminado",50.121705199651
"Contaminado",42.7865966915163
"Contaminado",52.1974742967962
"Contaminado",32.1517177677812
"Contaminado",52.844095886735
"Contaminado",43.6372650647139
"Contaminado",59.3933989741191
"Contaminado",30.2688950184676
"Contaminado",50.4251330930585
"Contaminado",47.7909035753754
"Contaminado",59.405236131284
"Contaminado",34.1998889118719
"Contaminado",44.5126898493503
"Contaminado",57.1186151736188
"Contaminado",56.128736225985
"Contaminado",53.5633410759892
"Contaminado",52.8857030726888
"Contaminado",33.3145828597238
"Contaminado",58.5106219717854
"Contaminado",52.1577606345008
"Contaminado",31.8529291470312
"Contaminado",48.2654866984789
"Contaminado",59.53767761272
"Contaminado",57.0378758447782
"Contaminado",43.6871504959742
"Contaminado",59.0759176820985
"Contaminado",46.0303667426635
"Contaminado",53.8195896545347
"Contaminado",59.2853270114265
"Contaminado",53.9057608876817
"Contaminado",43.4729745125284
"Contaminado",58.1998236681457
"Contaminado",64.7743008578332
"Contaminado",40.7080356620737
"Contaminado",48.1780566681402
"Contaminado",60.036584716744
"Contaminado",41.4800811187129
"Contaminado",32.8062419703682
"Contaminado",45.0530096469523
"Contaminado",60.6648977745833
"Contaminado",36.3815236725654
"Contaminado",47.5169616939924
"Contaminado",59.6193007814863
"Contaminado",50.4692745427183
"Contaminado",55.6691905433501
"Contaminado",66.2398016004902
"Contaminado",59.0077121145515
"Contaminado",55.9119065147262
"Contaminado",54.9098640818382
"Contaminado",38.4158339636341
"Contaminado",58.3919689343988
"Contaminado",55.4210662187202
"Contaminado",54.0362073427232
"Contaminado",50.5720034377495
"Contaminado",37.2895211689885
"Contaminado",51.5359375197673
"Contaminado",62.5495609521765
"Contaminado",43.8828704015203
"Contaminado",31.9915075252325
"Contaminado",68.3802787018593
"Contaminado",44.3572206321372
"Contaminado",61.4035660065238
"Contaminado",56.2405347047281
"Contaminado",66.5773610024556
"Contaminado",49.5790941545269
"Contaminado",46.9955547182701
"Contaminado",67.322579791517
"Contaminado",71.5652982339948
"Contaminado",53.1851888035125
"Contaminado",51.6984704552344
"Contaminado",57.4234949829106
"Contaminado",43.2746330959047
"Contaminado",54.9782615238744
"Contaminado",40.1038799785929
"Contaminado",47.025203855877
"Contaminado",57.9488353383167
"Contaminado",42.3704658982464
