"genre","duration","loudness"
"classic pop and rock",237.08689,-7.314
"classic pop and rock",142.602,-7.129
"classic pop and rock",160.9922,-6.429
"classic pop and rock",378.93179,-13.565
"classic pop and rock",223.00689,-10.827
"classic pop and rock",283.68934,-9.789
"classic pop and rock",159.16363,-8.356
"classic pop and rock",209.94567,-6.939
"classic pop and rock",840.95955,-12.154
"classic pop and rock",181.26322,-7.197
"classic pop and rock",278.72608,-6.928
"classic pop and rock",246.36036,-8.635
"classic pop and rock",322.92526,-6.624
"classic pop and rock",388.20526,-8.895
"classic pop and rock",281.36444,-8.099
"classic pop and rock",187.16689,-9.821
"classic pop and rock",275.30404,-9.461
"classic pop and rock",275.66975,-8.891
"classic pop and rock",167.81016,-9.807
"classic pop and rock",392.22812,-8.56
"classic pop and rock",370.57261,-7.837
"classic pop and rock",190.61506,-8.293
"classic pop and rock",166.84363,-8.494
"classic pop and rock",192.44363,-7.582
"classic pop and rock",323.18649,-10.051
"classic pop and rock",228.10077,-8.084
"classic pop and rock",420.72771,-9.355
"classic pop and rock",225.35791,-6.878
"classic pop and rock",272.06485,-8.722
"classic pop and rock",325.32853,-8.661
"classic pop and rock",250.27873,-7.872
"classic pop and rock",287.68608,-6.008
"classic pop and rock",389.17179,-8.92
"classic pop and rock",229.98159,-12.74
"classic pop and rock",310.04689,-15.07
"classic pop and rock",237.60934,-13.512
"classic pop and rock",252.47302,-10.71
"classic pop and rock",192.80934,-8.543
"classic pop and rock",223.05914,-8.173
"classic pop and rock",311.74485,-7.7
"classic pop and rock",840.95955,-12.171
"classic pop and rock",496.66567,-10.902
"classic pop and rock",352.70485,-12.068
"classic pop and rock",222.87628,-10.416
"classic pop and rock",271.46404,-10.908
"classic pop and rock",299.67628,-11.22
"classic pop and rock",142.36689,-8.645
"classic pop and rock",223.32036,-8.079
"classic pop and rock",248.08444,-8.778
"classic pop and rock",228.10077,-12.864
"classic pop and rock",308.4273,-8.489
"classic pop and rock",295.1571,-11.533
"classic pop and rock",280.78975,-7.367
"classic pop and rock",151.58812,-10.004
"classic pop and rock",266.57914,-10.507
"classic pop and rock",290.82077,-11.429
"classic pop and rock",243.01669,-8.903
"classic pop and rock",324.62322,-6.735
"classic pop and rock",299.20608,-10.462
"classic pop and rock",262.53016,-10.636
"classic pop and rock",308.97587,-8.584
"classic pop and rock",300.59057,-7.725
"classic pop and rock",220.36853,-14.296
"classic pop and rock",262.1122,-18.583
"classic pop and rock",366.07955,-16.589
"classic pop and rock",310.72608,-12.225
"classic pop and rock",290.58567,-13.316
"classic pop and rock",240.90077,-16.214
"classic pop and rock",230.55628,-11.562
"classic pop and rock",272.79628,-12.401
"classic pop and rock",311.50975,-13.219
"classic pop and rock",239.90812,-7.615
"classic pop and rock",249.41669,-5.374
"classic pop and rock",262.45179,-8.957
"classic pop and rock",296.93342,-4.602
"classic pop and rock",274.93832,-6.77
"classic pop and rock",249.46893,-7.17
"classic pop and rock",308.06159,-5.646
"classic pop and rock",288.02567,-16.229
"classic pop and rock",149.4722,-11.184
"classic pop and rock",275.17342,-10.523
"classic pop and rock",146.75546,-19.346
"classic pop and rock",166.55628,-18.863
"classic pop and rock",237.29587,-17.188
"classic pop and rock",334.05342,-14.109
"classic pop and rock",349.46567,-10.763
"classic pop and rock",281.23383,-8.387
"classic pop and rock",200.4371,-15.68
"classic pop and rock",163.02975,-17.682
"classic pop and rock",207.43791,-8.81
"classic pop and rock",528.71791,-16.388
"classic pop and rock",150.67383,-10.6
"classic pop and rock",248.52853,-15.779
"classic pop and rock",141.06077,-19.479
"classic pop and rock",74.55302,-16.07
"classic pop and rock",337.99791,-19.195
"classic pop and rock",188.23791,-23.073
"classic pop and rock",202.47465,-20.64
"classic pop and rock",256.83546,-11.897
"classic pop and rock",188.81261,-2.185
"classic pop and rock",218.04363,-3.019
"classic pop and rock",241.78893,-4.988
"classic pop and rock",214.93506,-3.149
"classic pop and rock",191.9473,-2.617
"classic pop and rock",230.32118,-5.632
"classic pop and rock",348.44689,-3.738
"classic pop and rock",206.41914,-4.169
"classic pop and rock",212.97587,-2.609
"classic pop and rock",218.22649,-3.595
"classic pop and rock",190.64118,-4.501
"classic pop and rock",185.59955,-3.183
"classic pop and rock",241.60608,-4.086
"classic pop and rock",243.53914,-4.043
"classic pop and rock",323.57832,-4.634
"classic pop and rock",186.69669,-4.548
"classic pop and rock",230.29506,-3.856
"classic pop and rock",171.85914,-5.004
"classic pop and rock",215.66649,-5.341
"classic pop and rock",206.8371,-4.344
"classic pop and rock",186.61832,-4.924
"classic pop and rock",197.32853,-4.423
"classic pop and rock",170.1873,-4.429
"classic pop and rock",202.47465,-4.504
"classic pop and rock",209.78893,-4.303
"classic pop and rock",188.47302,-6.792
"classic pop and rock",222.58893,-6.722
"classic pop and rock",202.37016,-6.551
"classic pop and rock",253.77914,-7.193
"classic pop and rock",210.6771,-7.185
"classic pop and rock",243.722,-6.943
"classic pop and rock",249.02485,-8.17
"classic pop and rock",318.01424,-7.412
"classic pop and rock",197.32853,-6.461
"classic pop and rock",179.66975,-6.895
"classic pop and rock",185.28608,-6.497
"classic pop and rock",196.12689,-5.104
"classic pop and rock",177.97179,-3.131
"classic pop and rock",221.85751,-3.938
"classic pop and rock",196.57098,-4.292
"classic pop and rock",236.82567,-4.31
"classic pop and rock",226.08934,-4.071
"classic pop and rock",250.22649,-4.853
"classic pop and rock",159.242,-3.177
"classic pop and rock",245.02812,-4.216
"classic pop and rock",219.53261,-7.284
"classic pop and rock",205.71383,-2.554
"classic pop and rock",175.0722,-3.784
"classic pop and rock",182.07302,-3.46
"classic pop and rock",167.20934,-4.168
"classic pop and rock",189.67465,-4.148
"classic pop and rock",219.21914,-3.276
"classic pop and rock",192.88771,-7.73
"classic pop and rock",134.47791,-8.568
"classic pop and rock",238.39302,-8.988
"classic pop and rock",199.26159,-9.922
"classic pop and rock",222.61506,-8.476
"classic pop and rock",227.76118,-9.883
"classic pop and rock",230.94812,-9.891
"classic pop and rock",210.93832,-10.101
"classic pop and rock",185.15546,-8.511
"classic pop and rock",175.12444,-10.061
"classic pop and rock",174.18404,-10.416
"classic pop and rock",173.00853,-12.498
"classic pop and rock",174.39302,-10.903
"classic pop and rock",242.41587,-11.033
"classic pop and rock",193.33179,-6.306
"classic pop and rock",171.49342,-6.656
"classic pop and rock",202.03057,-6.539
"classic pop and rock",225.61914,-5.86
"classic pop and rock",203.57179,-6.506
"classic pop and rock",168.80281,-12.145
"classic pop and rock",216.68526,-7.3
"classic pop and rock",200.46322,-6.694
"classic pop and rock",233.9522,-6.116
"classic pop and rock",206.68036,-6.311
"classic pop and rock",230.37342,-8.491
"classic pop and rock",210.38975,-6.246
"classic pop and rock",152.65914,-6.389
"classic pop and rock",149.62893,-11.261
"classic pop and rock",175.64689,-5.632
"classic pop and rock",267.7024,-9.312
"classic pop and rock",251.21914,-7.567
"classic pop and rock",96.78322,-11.69
"classic pop and rock",179.77424,-6.882
"classic pop and rock",153.15546,-7.913
"classic pop and rock",104.85506,-15.91
"classic pop and rock",232.98567,-8.303
"classic pop and rock",190.35383,-7.335
"classic pop and rock",219.50649,-9.924
"classic pop and rock",219.89832,-7.066
"classic pop and rock",181.34159,-10.535
"classic pop and rock",23.14404,-16.196
"classic pop and rock",70.47791,-10.531
"classic pop and rock",91.89832,-3.884
"classic pop and rock",110.91546,-4.277
"classic pop and rock",211.25179,-5.56
"classic pop and rock",71.54893,-7.714
"classic pop and rock",183.01342,-10.359
"classic pop and rock",149.2371,-8.359
"classic pop and rock",159.13751,-2.655
"classic pop and rock",75.59791,-15.015
"classic pop and rock",90.56608,-3.751
"classic pop and rock",162.71628,-4.967
"classic pop and rock",133.17179,-13.804
"classic pop and rock",182.9873,-7.29
"classic pop and rock",169.37751,-5.896
"classic pop and rock",162.87302,-7.032
"classic pop and rock",705.88036,-8.095
"classic pop and rock",121.5473,-8.391
"classic pop and rock",189.49179,-5.799
"classic pop and rock",206.07955,-7.1
"classic pop and rock",68.75383,-5.392
"classic pop and rock",132.51873,-11.747
"classic pop and rock",192.62649,-10.279
"classic pop and rock",152.39791,-6.358
"classic pop and rock",280.37179,-7.533
"classic pop and rock",122.27873,-4.907
"classic pop and rock",164.20526,-8.005
"classic pop and rock",105.01179,-6.756
"classic pop and rock",185.3122,-8.611
"classic pop and rock",201.24689,-13.236
"classic pop and rock",150.69995,-14.605
"classic pop and rock",65.20118,-4.031
"classic pop and rock",178.88608,-6.431
"classic pop and rock",675.60444,-11.8
"classic pop and rock",258.66404,-9.123
"classic pop and rock",296.93342,-7.338
"classic pop and rock",209.71057,-16.551
"classic pop and rock",244.08771,-6.812
"classic pop and rock",181.86404,-8.001
"classic pop and rock",102.71302,-12.109
"classic pop and rock",1166.00118,-13.531
"classic pop and rock",357.14567,-12.281
"classic pop and rock",126.87628,-10.859
"classic pop and rock",205.47873,-10.883
"classic pop and rock",180.11383,-5.704
"classic pop and rock",258.29832,-6.307
"classic pop and rock",147.69587,-8.147
"classic pop and rock",218.27873,-5.992
"classic pop and rock",134.89587,-10.839
"classic pop and rock",75.4673,-10.954
"classic pop and rock",265.74322,-7.299
"classic pop and rock",141.94893,-12.696
"classic pop and rock",41.69098,-9.255
"classic pop and rock",90.74893,-11.042
"classic pop and rock",51.06893,-12.123
"classic pop and rock",207.82975,-6.994
"classic pop and rock",124.62975,-6.189
"classic pop and rock",217.20771,-6.093
"classic pop and rock",242.83383,-6.859
"classic pop and rock",213.002,-5.941
"classic pop and rock",231.44444,-5.702
"classic pop and rock",240.32608,-5.124
"classic pop and rock",158.09261,-5.986
"classic pop and rock",47.17669,-10.843
"classic pop and rock",7.23546,-31.947
"classic pop and rock",112.95302,-4.766
"classic pop and rock",98.53342,-3.083
"classic pop and rock",77.63546,-5.455
"classic pop and rock",121.3122,-4.658
"classic pop and rock",238.88934,-12.272
"classic pop and rock",107.4673,-5.14
"classic pop and rock",487.70567,-5.017
"classic pop and rock",210.36363,-4.844
"classic pop and rock",78.94159,-3.813
"classic pop and rock",19.51302,-19.995
"classic pop and rock",113.8673,-5.866
"classic pop and rock",164.38812,-9.678
"classic pop and rock",183.90159,-10.888
"classic pop and rock",192.23465,-9.714
"classic pop and rock",146.83383,-6.677
"classic pop and rock",219.55873,-16.797
"classic pop and rock",79.77751,-19.246
"classic pop and rock",98.35057,-7.355
"classic pop and rock",139.12771,-8.537
"classic pop and rock",297.22077,-12.147
"classic pop and rock",117.75955,-13.505
"classic pop and rock",22.09914,-21.89
"classic pop and rock",75.96363,-18.274
"classic pop and rock",72.61995,-8.376
"classic pop and rock",143.49016,-6.793
"classic pop and rock",241.29261,-16.632
"classic pop and rock",115.35628,-8.184
"classic pop and rock",143.49016,-12.532
"classic pop and rock",83.22567,-11.373
"classic pop and rock",135.00036,-12.546
"classic pop and rock",134.71302,-7.767
"classic pop and rock",175.82975,-12.842
"classic pop and rock",224.9922,-6.853
"classic pop and rock",132.44036,-9.201
"classic pop and rock",124.83873,-10.606
"classic pop and rock",135.10485,-6.843
"classic pop and rock",136.72444,-6.221
"classic pop and rock",237.76608,-6.927
"classic pop and rock",239.5424,-10.241
"classic pop and rock",144.87465,-6.674
"classic pop and rock",159.99955,-6.691
"classic pop and rock",247.43138,-7.503
"classic pop and rock",136.72444,-6.272
"classic pop and rock",199.99302,-9.324
"classic pop and rock",321.56689,-6.134
"classic pop and rock",203.02322,-8.154
"classic pop and rock",240.14322,-7.091
"classic pop and rock",193.85424,-9.102
"classic pop and rock",197.17179,-11.077
"classic pop and rock",198.24281,-9.651
"classic pop and rock",190.95465,-10.54
"classic pop and rock",197.0673,-13.735
"classic pop and rock",140.7473,-8.757
"classic pop and rock",305.84118,-10.717
"classic pop and rock",203.4673,-13.612
"classic pop and rock",244.87138,-6.335
"classic pop and rock",207.0722,-12.114
"classic pop and rock",190.98077,-11.698
"classic pop and rock",357.3024,-11.054
"classic pop and rock",157.49179,-9.757
"classic pop and rock",73.9522,-9.629
"classic pop and rock",159.16363,-10.228
"classic pop and rock",177.99791,-8.74
"classic pop and rock",197.3024,-8.843
"classic pop and rock",328.28036,-10.729
"classic pop and rock",207.85587,-10.246
"classic pop and rock",168.9073,-10.098
"classic pop and rock",144.29995,-12.834
"classic pop and rock",184.81587,-5.946
"classic pop and rock",250.98404,-11.729
"classic pop and rock",151.50975,-9.169
"classic pop and rock",220.86485,-14.458
"classic pop and rock",288.49587,-8.226
"classic pop and rock",186.8273,-8.717
"classic pop and rock",183.82322,-9.698
"classic pop and rock",187.45424,-13.536
"classic pop and rock",178.6771,-16.766
"classic pop and rock",136.46322,-14.092
"classic pop and rock",207.38567,-11.172
"classic pop and rock",246.88281,-9.641
"classic pop and rock",216.52853,-12.193
"classic pop and rock",191.18975,-10.384
"classic pop and rock",201.40363,-10.441
"classic pop and rock",198.50404,-10.684
"classic pop and rock",281.67791,-12.745
"classic pop and rock",298.78812,-7.972
"classic pop and rock",475.89832,-9.169
"classic pop and rock",275.61751,-10.945
"classic pop and rock",309.57669,-12.949
"classic pop and rock",210.18077,-10.893
"classic pop and rock",259.05587,-8.285
"classic pop and rock",274.02404,-7.08
"classic pop and rock",362.55302,-10.554
"classic pop and rock",280.37179,-7.071
"classic pop and rock",240.22159,-13.478
"classic pop and rock",198.89587,-5.84
"classic pop and rock",324.23138,-9.482
"classic pop and rock",273.81506,-5.817
"classic pop and rock",238.21016,-3.603
"classic pop and rock",260.85832,-4.799
"classic pop and rock",274.75546,-5.723
"classic pop and rock",253.02159,-4.537
"classic pop and rock",213.10649,-4.594
"classic pop and rock",194.08934,-4.285
"classic pop and rock",233.37751,-10.666
"classic pop and rock",247.48363,-6.037
"classic pop and rock",180.63628,-4.37
"classic pop and rock",260.8322,-3.59
"classic pop and rock",254.30159,-12.263
"classic pop and rock",229.61587,-13.12
"classic pop and rock",266.63138,-14.992
"classic pop and rock",324.96281,-10.171
"classic pop and rock",247.09179,-22.705
"classic pop and rock",212.55791,-9.6
"classic pop and rock",253.70077,-4.094
"classic pop and rock",341.41995,-7.012
"classic pop and rock",298.44853,-6.272
"classic pop and rock",263.20934,-7.064
"classic pop and rock",264.12363,-10.223
"classic pop and rock",273.50159,-9.702
"classic pop and rock",299.04934,-9.439
"classic pop and rock",258.19383,-12.672
"classic pop and rock",237.97506,-11.66
"classic pop and rock",496.19546,-8.659
"classic pop and rock",85.08036,-10.579
"classic pop and rock",222.79791,-10.301
"classic pop and rock",338.57261,-10.361
"classic pop and rock",410.46159,-8.222
"classic pop and rock",233.01179,-7.877
"classic pop and rock",245.02812,-7.639
"classic pop and rock",321.82812,-10.455
"classic pop and rock",330.60526,-7.322
"classic pop and rock",241.31873,-8.334
"classic pop and rock",235.7024,-7.217
"classic pop and rock",298.00444,-8.675
"classic pop and rock",329.87383,-13.223
"classic pop and rock",361.29914,-10.946
"classic pop and rock",171.91138,-7.072
"classic pop and rock",150.9873,-7.687
"classic pop and rock",168.61995,-8.474
"classic pop and rock",224.13016,-7.828
"classic pop and rock",196.15302,-9.032
"classic pop and rock",263.81016,-7.771
"classic pop and rock",441.23383,-14.402
"classic pop and rock",186.09587,-9.302
"classic pop and rock",289.30567,-11.74
"classic pop and rock",222.98077,-9.113
"classic pop and rock",268.30322,-9.427
"classic pop and rock",166.1122,-8.758
"classic pop and rock",163.83955,-6.917
"classic pop and rock",154.80118,-7.632
"classic pop and rock",151.92771,-9.282
"classic pop and rock",158.85016,-8.699
"classic pop and rock",186.8273,-7.68
"classic pop and rock",141.13914,-12.111
"classic pop and rock",114.1024,-13.054
"classic pop and rock",138.65751,-10.744
"classic pop and rock",186.3571,-7.408
"classic pop and rock",167.20934,-9.109
"classic pop and rock",154.17424,-8.074
"classic pop and rock",136.30649,-9.117
"classic pop and rock",151.97995,-10.366
"classic pop and rock",177.29261,-9.761
"classic pop and rock",161.64526,-9.616
"classic pop and rock",189.17832,-10.747
"classic pop and rock",106.762,-11.542
"classic pop and rock",162.11546,-14.147
"classic pop and rock",132.10077,-10.237
"classic pop and rock",156.02893,-6.604
"classic pop and rock",143.35955,-10.667
"classic pop and rock",164.46649,-8.022
"classic pop and rock",163.60444,-8.182
"classic pop and rock",165.98159,-8.504
"classic pop and rock",165.25016,-11.291
"classic pop and rock",163.44771,-9.518
"classic pop and rock",242.15465,-10.946
"classic pop and rock",128.88771,-9.082
"classic pop and rock",144.53506,-8.923
"classic pop and rock",164.72771,-10.126
"classic pop and rock",113.99791,-13.868
"classic pop and rock",159.52934,-10.111
"classic pop and rock",238.13179,-10.297
"classic pop and rock",329.01179,-11.64
"classic pop and rock",161.38404,-8.706
"classic pop and rock",143.3073,-9.706
"classic pop and rock",127.60771,-8.608
"classic pop and rock",186.30485,-18.052
"classic pop and rock",185.59955,-8.369
"classic pop and rock",167.33995,-9.167
"classic pop and rock",230.81751,-12.03
"classic pop and rock",206.15791,-6.569
"classic pop and rock",179.30404,-6.2
"classic pop and rock",246.59546,-6.724
"classic pop and rock",212.74077,-7.807
"classic pop and rock",187.76771,-5.916
"classic pop and rock",181.60281,-6.468
"classic pop and rock",204.69506,-6.848
"classic pop and rock",123.71546,-11.075
"classic pop and rock",209.3971,-7.043
"classic pop and rock",177.65832,-11.673
"classic pop and rock",120.24118,-11.58
"classic pop and rock",172.30322,-9.621
"classic pop and rock",242.31138,-5.809
"classic pop and rock",241.94567,-6.173
"classic pop and rock",302.49751,-8.487
"classic pop and rock",212.50567,-7.858
"classic pop and rock",176.84853,-7.334
"classic pop and rock",217.23383,-7.197
"classic pop and rock",266.10893,-6.73
"classic pop and rock",238.96771,-5.762
"classic pop and rock",192.07791,-10.689
"classic pop and rock",225.69751,-4.989
"classic pop and rock",272.63955,-6.193
"classic pop and rock",213.89016,-6.481
"classic pop and rock",174.70649,-3.59
"classic pop and rock",307.51302,-11.204
"classic pop and rock",152.31955,-6.702
"classic pop and rock",194.95138,-3.756
"classic pop and rock",197.17179,-3.75
"classic pop and rock",290.32444,-12.069
"classic pop and rock",288.88771,-6.397
"classic pop and rock",288.60036,-7.014
"classic pop and rock",288.46975,-7.209
"classic pop and rock",289.07057,-7.934
"classic pop and rock",190.27546,-20.215
"classic pop and rock",142.49751,-14.515
"classic pop and rock",145.24036,-17.445
"classic pop and rock",276.55791,-22.203
"classic pop and rock",143.22893,-16.334
"classic pop and rock",164.28363,-17.739
"classic pop and rock",157.80526,-16.497
"classic pop and rock",186.30485,-15.594
"classic pop and rock",161.51465,-11.543
"classic pop and rock",145.81506,-9.273
"classic pop and rock",146.18077,-12.846
"classic pop and rock",145.73669,-17.509
"classic pop and rock",186.09587,-16.23
"classic pop and rock",162.16771,-23.644
"classic pop and rock",170.9971,-13.746
"classic pop and rock",148.79302,-20.263
"classic pop and rock",138.91873,-26.469
"classic pop and rock",130.01098,-11.082
"classic pop and rock",173.89669,-11.939
"classic pop and rock",163.5522,-11.454
"classic pop and rock",139.7024,-12.678
"classic pop and rock",181.49832,-15.254
"classic pop and rock",146.9122,-12.635
"classic pop and rock",138.31791,-20.831
"classic pop and rock",150.67383,-13.899
"classic pop and rock",152.65914,-19.862
"classic pop and rock",160.62649,-15.694
"classic pop and rock",151.30077,-23.878
"classic pop and rock",229.04118,-15.807
"classic pop and rock",151.37914,-11.975
"classic pop and rock",267.54567,-19.398
"classic pop and rock",145.03138,-18.923
"classic pop and rock",173.322,-21.926
"classic pop and rock",156.13342,-17.702
"classic pop and rock",187.61098,-13.493
"classic pop and rock",212.94975,-16.184
"classic pop and rock",137.27302,-12.083
"classic pop and rock",177.18812,-13.604
"classic pop and rock",172.45995,-14.804
"classic pop and rock",136.56771,-10.898
"classic pop and rock",140.32934,-15.535
"classic pop and rock",152.55465,-15.445
"classic pop and rock",152.13669,-18.474
"classic pop and rock",229.74649,-9.722
"classic pop and rock",280.52853,-16.923
"classic pop and rock",267.59791,-14.597
"classic pop and rock",199.8624,-14.434
"classic pop and rock",234.03057,-6.452
"classic pop and rock",228.93669,-8.895
"classic pop and rock",290.7424,-13.606
"classic pop and rock",283.24526,-7.632
"classic pop and rock",294.53016,-16.983
"classic pop and rock",237.71383,-4.561
"classic pop and rock",224.44363,-5.046
"classic pop and rock",224.91383,-3.815
"classic pop and rock",258.11546,-8.257
"classic pop and rock",241.81506,-6.65
"classic pop and rock",204.85179,-4.171
"classic pop and rock",243.1473,-9.782
"classic pop and rock",259.91791,-7.964
"classic pop and rock",275.3824,-7.542
"classic pop and rock",239.5424,-6.557
"classic pop and rock",236.14649,-3.265
"classic pop and rock",228.57098,-4.542
"classic pop and rock",214.30812,-3.691
"classic pop and rock",246.41261,-2.968
"classic pop and rock",249.15546,-6.938
"classic pop and rock",102.03383,-5.653
"classic pop and rock",68.41424,-3.801
"classic pop and rock",188.78649,-3.003
"classic pop and rock",215.11791,-4.494
"classic pop and rock",219.37587,-6.239
"classic pop and rock",42.63138,-3.771
"classic pop and rock",261.22404,-4.724
"classic pop and rock",207.04608,-4.784
"classic pop and rock",537.5473,-10.068
"classic pop and rock",308.6624,-9.404
"classic pop and rock",151.32689,-17.689
"classic pop and rock",334.36689,-15.333
"classic pop and rock",280.99873,-10.892
"classic pop and rock",424.22812,-16.6
"classic pop and rock",285.3873,-11.986
"classic pop and rock",290.42893,-11.535
"classic pop and rock",288.31302,-17.039
"classic pop and rock",207.67302,-14.891
"classic pop and rock",303.64689,-15.299
"classic pop and rock",327.75791,-12.151
"classic pop and rock",236.66893,-16.024
"classic pop and rock",225.20118,-11.359
"classic pop and rock",209.97179,-12.019
"classic pop and rock",295.47057,-8.014
"classic pop and rock",188.36853,-9.986
"classic pop and rock",219.89832,-7.993
"classic pop and rock",226.19383,-10.051
"classic pop and rock",251.45424,-10.156
"classic pop and rock",226.82077,-10.626
"classic pop and rock",225.56689,-7.097
"classic pop and rock",265.09016,-7.1
"classic pop and rock",251.03628,-8.365
"classic pop and rock",209.26649,-5.163
"classic pop and rock",260.25751,-5.238
"classic pop and rock",184.86812,-9.003
"classic pop and rock",220.55138,-5.584
"classic pop and rock",224.522,-4.827
"classic pop and rock",270.15791,-4.596
"classic pop and rock",256.1824,-4.009
"classic pop and rock",191.32036,-4.402
"classic pop and rock",306.12853,-5.752
"classic pop and rock",251.24526,-4.027
"classic pop and rock",250.04363,-6.626
"classic pop and rock",201.45587,-4.346
"classic pop and rock",231.31383,-7.102
"classic pop and rock",276.68853,-7.854
"classic pop and rock",275.98322,-5.989
"classic pop and rock",228.0224,-6.952
"classic pop and rock",198.03383,-4.761
"classic pop and rock",186.67057,-7.787
"classic pop and rock",242.72934,-6.292
"classic pop and rock",255.58159,-4.773
"classic pop and rock",278.5171,-10.624
"classic pop and rock",218.27873,-8.5
"classic pop and rock",278.96118,-9.751
"classic pop and rock",227.68281,-8.559
"classic pop and rock",215.27465,-4.888
"classic pop and rock",431.20281,-12.056
"classic pop and rock",334.99383,-7.768
"classic pop and rock",387.52608,-8.722
"classic pop and rock",344.842,-14.149
"classic pop and rock",444.78649,-11.986
"classic pop and rock",246.25587,-12.148
"classic pop and rock",305.21424,-12.25
"classic pop and rock",270.96771,-13.02
"classic pop and rock",254.35383,-13.154
"classic pop and rock",393.37751,-9.501
"classic pop and rock",388.46649,-10.642
"classic pop and rock",365.73995,-13.278
"classic pop and rock",220.52526,-11.257
"classic pop and rock",353.48853,-11.167
"classic pop and rock",374.80444,-11.014
"classic pop and rock",276.24444,-14.433
"classic pop and rock",373.62893,-11.414
"classic pop and rock",421.32853,-13.593
"classic pop and rock",403.19955,-14.575
"classic pop and rock",266.23955,-4.981
"classic pop and rock",215.7971,-6.947
"classic pop and rock",252.47302,-8.74
"classic pop and rock",234.26567,-7.447
"classic pop and rock",238.91546,-14.711
"classic pop and rock",265.24689,-12.971
"classic pop and rock",391.26159,-7.853
"classic pop and rock",225.72363,-9.728
"classic pop and rock",267.28444,-10.296
"classic pop and rock",332.90404,-9.021
"classic pop and rock",345.91302,-8.406
"classic pop and rock",163.23873,-8.77
"classic pop and rock",201.97832,-8.613
"classic pop and rock",196.93669,-7.13
"classic pop and rock",217.57342,-7.694
"classic pop and rock",290.16771,-8.644
"classic pop and rock",163.082,-6.445
"classic pop and rock",177.05751,-6.804
"classic pop and rock",236.72118,-6.748
"classic pop and rock",154.09587,-9.236
"classic pop and rock",303.20281,-12.853
"classic pop and rock",233.53424,-10.441
"classic pop and rock",240.06485,-9.985
"classic pop and rock",277.55057,-11.479
"classic pop and rock",250.5922,-10.233
"classic pop and rock",376.52853,-15.268
"classic pop and rock",212.21832,-11.128
"classic pop and rock",213.55057,-14.168
"classic pop and rock",252.00281,-9.132
"classic pop and rock",238.62812,-5.88
"classic pop and rock",380.47302,-10.626
"classic pop and rock",438.59546,-10.438
"classic pop and rock",353.43628,-13.727
"classic pop and rock",382.27546,-16.214
"classic pop and rock",388.33587,-14.491
"classic pop and rock",216.18893,-9.333
"classic pop and rock",348.86485,-9.483
"classic pop and rock",220.682,-9.349
"classic pop and rock",379.48036,-9.896
"classic pop and rock",254.56281,-7.901
"classic pop and rock",231.18322,-9.063
"classic pop and rock",306.41587,-8.065
"classic pop and rock",460.45995,-5.32
"classic pop and rock",210.93832,-6.58
"classic pop and rock",302.88934,-6.992
"classic pop and rock",295.54893,-8.706
"classic pop and rock",417.43628,-7.455
"classic pop and rock",275.80036,-8.151
"classic pop and rock",328.56771,-7.756
"classic pop and rock",256.96608,-3.879
"classic pop and rock",242.12853,-5.211
"classic pop and rock",547.13424,-9.442
"classic pop and rock",408.73751,-9.229
"classic pop and rock",336.90077,-9.421
"classic pop and rock",259.29098,-11.384
"classic pop and rock",312.842,-11.018
"classic pop and rock",318.74567,-9.037
"classic pop and rock",251.66322,-9.879
"classic pop and rock",69.14567,-8.345
